time;flappyHeight;flappyX;verticalSpeed;distToRoof;nearest_dx;nearest_y;passes;action
0.13744609;48.110859;20.000000;0.000000;100.000000;9999.000000;0.000000;0;0
0.1583871;47.779179;20.000000;-13.744609;51.889141;74.502159;58.405323;0;0
0.17424242;47.502911;20.000000;-15.838709;52.220821;73.664520;58.405323;0;0
0.1749163;47.491123;20.000000;-17.424242;52.497089;73.030304;58.405323;0;0
0.18236609;47.355263;20.000000;-17.491629;52.508877;73.003349;58.405323;0;0
0.19090909;47.192169;20.000000;-18.236609;52.644737;72.705360;58.405323;0;0
0.19912909;47.028484;20.000000;-19.090908;52.807831;72.363640;58.405323;0;0
0.20757575;46.853153;20.000000;-19.912909;52.971516;72.034843;58.405323;0;0
0.2159091;46.673229;20.000000;-20.757576;53.146847;71.696976;58.405323;0;0
0.22424243;46.486359;20.000000;-21.590910;53.326771;71.363640;58.405323;0;0
0.23257577;46.292545;20.000000;-22.424244;53.513641;71.030304;58.405323;0;0
0.24090911;46.091789;20.000000;-23.257578;53.707455;70.696968;58.405323;0;0
0.24924245;45.884087;20.000000;-24.090912;53.908211;70.363632;58.405323;0;0
0.25757578;45.669441;20.000000;-24.924246;54.115913;70.030296;58.405323;0;0
0.26515153;45.468571;20.000000;-25.757580;54.330559;69.696960;58.405323;0;0
0.27424243;45.219261;20.000000;-26.515156;54.531429;69.393929;58.405323;0;0
0.28257576;44.983780;20.000000;-27.424246;54.780739;69.030289;58.405323;0;0
0.2901515;44.763969;20.000000;-28.257580;55.016220;68.696953;58.405323;0;0
0.29848483;44.515232;20.000000;-29.015156;55.236031;68.393921;58.405323;0;0
0.30606058;44.283367;20.000000;-29.848490;55.484768;68.060585;58.405323;0;0
0.3143939;44.021374;20.000000;-30.606066;55.716633;67.757553;58.405323;0;0
0.32272723;43.752434;20.000000;-31.439400;55.978626;67.424217;58.405323;0;0
0.33030298;43.502205;20.000000;-32.272732;56.247566;67.090881;58.405323;0;0
0.3386363;43.220009;20.000000;-33.030308;56.497795;66.787849;58.405323;0;0
0.34696963;42.930866;20.000000;-33.863640;56.779991;66.454514;58.405323;0;0
0.35454538;42.662270;20.000000;-34.696972;57.069134;66.121178;58.405323;0;0
0.3628787;42.359871;20.000000;-35.454548;57.337730;65.818146;58.405323;0;0
0.37121204;42.050526;20.000000;-36.287880;57.640129;65.484810;58.405323;0;0
0.3787878;41.763565;20.000000;-37.121212;57.949474;65.151474;58.405323;0;0
0.3871211;41.440964;20.000000;-37.878788;58.236435;64.848442;58.405323;0;0
0.39545444;41.111420;20.000000;-38.712120;58.559036;64.515106;58.405323;0;0
0.4030302;40.806095;20.000000;-39.545452;58.888580;64.181770;58.405323;0;0
0.4113635;40.463291;20.000000;-40.303028;59.193905;63.878738;58.405323;0;0
0.41969684;40.113544;20.000000;-41.136360;59.536709;63.545403;58.405323;0;0
0.4272726;39.789852;20.000000;-41.969692;59.886456;63.212067;58.405323;0;0
0.4356059;39.426846;20.000000;-42.727268;60.210148;62.909035;58.405323;0;0
0.44393924;39.056896;20.000000;-43.560600;60.573154;62.575699;58.405323;0;0
0.45227256;38.680004;20.000000;-44.393932;60.943104;62.242363;58.405323;0;0
