time;flappyHeight;flappyX;verticalSpeed;distToRoof;nearest_dx;nearest_y;passes;action
0,062148668;49,613754;20,000000;0,000000;100,000000;9999,000000;0,000000;0;0
0,07881533;49,482395;20,000000;-6,214867;50,386246;77,514053;58,405323;0;0
0,07884346;49,482174;20,000000;-7,881534;50,517605;76,847389;58,405323;0;0
0,07887021;49,481964;20,000000;-7,884346;50,517826;76,846268;58,405323;0;0
0,079064205;49,480431;20,000000;-7,887021;50,518036;76,845200;58,405323;0;0
0,07913408;49,479877;20,000000;-7,906421;50,519569;76,837440;58,405323;0;0
0,0791917;49,479420;20,000000;-7,913409;50,520123;76,834648;58,405323;0;0
0,07965332;49,475742;20,000000;-7,919171;50,520580;76,832344;58,405323;0;0
0,082034275;49,456211;20,000000;-7,965334;50,524258;76,813881;58,405323;0;0
0,08411761;49,438686;20,000000;-8,203429;50,543789;76,718643;58,405323;0;0
0,095481984;49,330177;20,000000;-8,411762;50,561314;76,635307;58,405323;0;0
0,099582985;49,289337;20,000000;-9,548201;50,669823;76,180733;58,405323;0;0
0,10795499;49,198956;20,000000;-9,958301;50,710663;76,016693;58,405323;0;0
0,11625598;49,102451;20,000000;-10,795501;50,801044;75,681816;58,405323;0;0
0,12462998;48,998085;20,000000;-11,625601;50,897549;75,349777;58,405323;0;0
0,13293798;48,887642;20,000000;-12,463001;51,001915;75,014816;58,405323;0;0
0,14129698;48,769531;20,000000;-13,293801;51,112358;74,682495;58,405323;0;0
0,14977498;48,642551;20,000000;-14,129702;51,230469;74,348137;58,405323;0;0
0,15804899;48,511780;20,000000;-14,977502;51,357449;74,009018;58,405323;0;0
0,16639699;48,372871;20,000000;-15,804902;51,488220;73,678055;58,405323;0;0
0,17478;48,226353;20,000000;-16,639702;51,627129;73,344131;58,405323;0;0
0,18312299;48,073574;20,000000;-17,478003;51,773647;73,008812;58,405323;0;0
0,191459;47,913975;20,000000;-18,312302;51,926426;72,675095;58,405323;0;0
