time;flappyHeight;flappyX;verticalSpeed;distToRoof;nearest_dx;nearest_y;passes;action
0,061882;49,617062;20,000000;0,000000;100,000000;9999,000000;0,000000;0;0
0,08154967;49,456673;20,000000;-6,188200;50,382938;77,524719;58,405323;0;0
0,081652045;49,455837;20,000000;-8,154966;50,543327;76,738014;58,405323;0;0
0,0817168;49,455307;20,000000;-8,165204;50,544163;76,733917;58,405323;0;0
0,081762426;49,454933;20,000000;-8,171679;50,544693;76,731331;58,405323;0;0
0,08180367;49,454597;20,000000;-8,176242;50,545067;76,729507;58,405323;0;0
0,08189217;49,453873;20,000000;-8,180367;50,545403;76,727859;58,405323;0;0
0,081920795;49,453640;20,000000;-8,189217;50,546127;76,724319;58,405323;0;0
0,082699;49,447205;20,000000;-8,192080;50,546360;76,723175;58,405323;0;0
0,08478233;49,429543;20,000000;-8,269900;50,552795;76,692047;58,405323;0;0
0,09821633;49,297600;20,000000;-8,478233;50,570457;76,608711;58,405323;0;0
0,100299664;49,276703;20,000000;-9,821633;50,702400;76,071350;58,405323;0;0
0,107734665;49,196602;20,000000;-10,029966;50,723297;75,988014;58,405323;0;0
0,116042666;49,100193;20,000000;-10,773466;50,803398;75,690613;58,405323;0;0
0,12433667;48,997066;20,000000;-11,604266;50,899807;75,358292;58,405323;0;0
0,13267167;48,886486;20,000000;-12,433666;51,002934;75,026535;58,405323;0;0
0,14100967;48,768913;20,000000;-13,267166;51,113514;74,693138;58,405323;0;0
0,14955667;48,641087;20,000000;-14,100966;51,231087;74,359619;58,405323;0;0
0,15789467;48,509434;20,000000;-14,955667;51,358913;74,017738;58,405323;0;0
0,16611667;48,372852;20,000000;-15,789467;51,490566;73,684219;58,405323;0;0
0,17396367;48,236343;20,000000;-16,611668;51,627148;73,355339;58,405323;0;0
0,18294066;48,072117;20,000000;-17,396368;51,763657;73,041458;58,405323;0;0
0,19122566;47,913685;20,000000;-18,294067;51,927883;72,682381;58,405323;0;0
0,19959666;47,746601;20,000000;-19,122568;52,086315;72,350983;58,405323;0;0
0,20796865;47,572491;20,000000;-19,959667;52,253399;72,016144;58,405323;0;0
0,21636465;47,390831;20,000000;-20,796867;52,427509;71,681267;58,405323;0;0
0,22469799;47,203583;20,000000;-21,636467;52,609169;71,345428;58,405323;0;0
0,23304966;47,008949;20,000000;-22,469801;52,796417;71,012093;58,405323;0;0
0,241383;46,807796;20,000000;-23,304968;52,991051;70,678024;58,405323;0;0
0,24971634;46,599701;20,000000;-24,138302;53,192204;70,344688;58,405323;0;0
0,25804967;46,384659;20,000000;-24,971636;53,400299;70,011353;58,405323;0;0
