time,flappyHeight,flappyX,verticalSpeed,distToRoof,nearest_dx,nearest_y,action
0.062376,0.000000,0.000000,0.000000,1.000000,99.990000,0.000000,0
0.07541,0.496109,0.200000,-0,031188.0,503891.0,775050.0,584053.0
0.07574,0.495126,0.200000,-0,037705.0,504874.0,769836.0,584053.0
0.07618,0.495101,0.200000,-0,037870.0,504899.0,769704.0,584053.0
0.080346674,0.495068,0.200000,-0,038090.0,504932.0,769528.0,584053.0
0.083680004,0.494733,0.200000,-0,040173.0,505267.0,767861.0,584053.0
0.08645778,0.494454,0.200000,-0,041840.0,505546.0,766528.0,584053.0
0.08717234,0.494214,0.200000,-0,043229.0,505786.0,765417.0,584053.0
0.089950114,0.494152,0.200000,-0,043586.0,505848.0,765131.0,584053.0
0.09272789,0.493902,0.200000,-0,044975.0,506098.0,764020.0,584053.0
0.09606122,0.493644,0.200000,-0,046364.0,506356.0,762909.0,584053.0
0.09946467,0.493324,0.200000,-0,048031.0,506676.0,761575.0,584053.0
0.10687567,0.492985,0.200000,-0,049732.0,507015.0,760214.0,584053.0
0.116041675,0.492193,0.200000,-0,053438.0,507807.0,757250.0,584053.0
0.123675674,0.491130,0.200000,-0,058021.0,508870.0,753583.0,584053.0
0.13210568,0.490186,0.200000,-0,061838.0,509814.0,750530.0,584053.0
0.14106968,0.489072,0.200000,-0,066053.0,510928.0,747158.0,584053.0
0.14948168,0.487807,0.200000,-0,070535.0,512193.0,743572.0,584053.0
0.1568891,0.486550,0.200000,-0,074741.0,513450.0,740207.0,584053.0
0.1662947,0.485388,0.200000,-0,078445.0,514612.0,737244.0,584053.0
0.1745047,0.483824,0.200000,-0,083147.0,516176.0,733482.0,584053.0
0.18208045,0.482391,0.200000,-0,087252.0,517609.0,730198.0,584053.0
0.19129469,0.481012,0.200000,-0,091040.0,518988.0,727168.0,584053.0
0.19962803,0.479249,0.200000,-0,095647.0,520751.0,723482.0,584053.0
0.20796137,0.477586,0.200000,-0,099814.0,522414.0,720149.0,584053.0
0.2162947,0.475853,0.200000,-0,103981.0,524147.0,716815.0,584053.0
0.22462805,0.474050,0.200000,-0,108147.0,525950.0,713482.0,584053.0
0.23296139,0.472178,0.200000,-0,112314.0,527822.0,710149.0,584053.0
0.24129473,0.470237,0.200000,-0,116481.0,529763.0,706815.0,584053.0
0.24962807,0.468226,0.200000,-0,120647.0,531774.0,703482.0,584053.0
0.2579614,0.466146,0.200000,-0,124814.0,533854.0,700149.0,584053.0
0.26629472,0.463996,0.200000,-0,128981.0,536004.0,696815.0,584053.0
0.27462804,0.461777,0.200000,-0,133147.0,538223.0,693482.0,584053.0
0.28296137,0.459488,0.200000,-0,137314.0,540512.0,690149.0,584053.0
0.2912947,0.457130,0.200000,-0,141481.0,542870.0,686815.0,584053.0
0.29962802,0.454703,0.200000,-0,145647.0,545297.0,683482.0,584053.0
0.30796134,0.452206,0.200000,-0,149814.0,547794.0,680149.0,584053.0
0.31629467,0.449640,0.200000,-0,153981.0,550360.0,676815.0,584053.0
0.324628,0.447004,0.200000,-0,158147.0,552996.0,673482.0,584053.0
0.33296132,0.444299,0.200000,-0,162314.0,555701.0,670148.0,584053.0
0.34129465,0.441524,0.200000,-0,166481.0,558476.0,666815.0,584053.0
0.34962797,0.438680,0.200000,-0,170647.0,561320.0,663482.0,584053.0
0.3579613,0.435766,0.200000,-0,174814.0,564234.0,660148.0,584053.0
0.36629763,0.432783,0.200000,-0,178981.0,567217.0,656815.0,584053.0
0.37463096,0.429730,0.200000,-0,183149.0,570270.0,653481.0,584053.0
0.38296428,0.426608,0.200000,-0,187316.0,573392.0,650147.0,584053.0
0.3912976,0.423416,0.200000,-0,191482.0,576584.0,646814.0,584053.0
0.39964062,0.420156,0.200000,-0,195649.0,579844.0,643480.0,584053.1
0.40803063,0.424258,0.200000,0.245828,0.575742,0.640143,0.584053,0
0.41636395,0.428312,0.200000,0.241633,0.571688,0.636787,0.584053,0
0.42469728,0.432270,0.200000,0.237467,0.567730,0.633454,0.584053,0
0.4330306,0.436158,0.200000,0.233300,0.563842,0.630121,0.584053,0
0.44136393,0.439977,0.200000,0.229134,0.560023,0.626787,0.584053,0
0.44969726,0.443727,0.200000,0.224967,0.556273,0.623454,0.584053,0
0.45803058,0.447407,0.200000,0.220800,0.552593,0.620120,0.584053,0
0.4663639,0.451017,0.200000,0.216634,0.548983,0.616787,0.584053,0
0.47469723,0.454558,0.200000,0.212467,0.545442,0.613454,0.584053,0
0.48303056,0.458030,0.200000,0.208300,0.541970,0.610120,0.584053,0
0.49136388,0.461432,0.200000,0.204134,0.538568,0.606787,0.584053,0
0.4996972,0.464765,0.200000,0.199967,0.535235,0.603454,0.584053,0
0.50803053,0.468028,0.200000,0.195800,0.531972,0.600120,0.584053,0
0.51636386,0.471222,0.200000,0.191634,0.528778,0.596787,0.584053,0
0.5246972,0.474347,0.200000,0.187467,0.525653,0.593454,0.584053,0
0.5330305,0.477402,0.200000,0.183300,0.522598,0.590120,0.584053,0
0.54136384,0.480387,0.200000,0.179134,0.519613,0.586787,0.584053,0
0.54969716,0.483303,0.200000,0.174967,0.516697,0.583454,0.584053,0
0.5580305,0.486150,0.200000,0.170800,0.513850,0.580120,0.584053,0
0.5663638,0.488927,0.200000,0.166634,0.511073,0.576787,0.584053,0
0.57469714,0.491635,0.200000,0.162467,0.508365,0.573453,0.584053,0
0.58303046,0.494273,0.200000,0.158300,0.505727,0.570120,0.584053,0
0.5913638,0.496842,0.200000,0.154134,0.503158,0.566787,0.584053,0
0.5996971,0.499342,0.200000,0.149967,0.500658,0.563453,0.584053,0
0.60803044,0.501772,0.200000,0.145800,0.498228,0.560120,0.584053,0
0.61636376,0.504132,0.200000,0.141634,0.495868,0.556787,0.584053,0
0.6246971,0.506423,0.200000,0.137467,0.493577,0.553453,0.584053,0
0.6330304,0.508645,0.200000,0.133300,0.491355,0.550120,0.584053,0
0.64136374,0.510797,0.200000,0.129134,0.489203,0.546787,0.584053,0
0.64969707,0.512880,0.200000,0.124967,0.487120,0.543453,0.584053,0
0.6580304,0.514893,0.200000,0.120800,0.485107,0.540120,0.584053,0
0.6663637,0.516837,0.200000,0.116634,0.483163,0.536786,0.584053,0
0.67483836,0.518712,0.200000,0.112467,0.481288,0.533453,0.584053,0
0.6831717,0.520546,0.200000,0.108230,0.479454,0.530063,0.584053,0
0.691505,0.522281,0.200000,0.104063,0.477719,0.526730,0.584053,0
0.69983834,0.523945,0.200000,0.099896,0.476055,0.523397,0.584053,0
0.70817167,0.525541,0.200000,0.095730,0.474459,0.520063,0.584053,0
0.716505,0.527067,0.200000,0.091563,0.472933,0.516730,0.584053,0
0.7248383,0.528524,0.200000,0.087396,0.471476,0.513396,0.584053,0
0.73317164,0.529911,0.200000,0.083230,0.470089,0.510063,0.584053,0
0.74150497,0.531228,0.200000,0.079063,0.468772,0.506730,0.584053,0
0.7498383,0.532477,0.200000,0.074896,0.467523,0.503396,0.584053,0
0.7581716,0.533656,0.200000,0.070730,0.466344,0.500063,0.584053,0
0.76650494,0.534765,0.200000,0.066563,0.465235,0.496730,0.584053,0
0.77483827,0.535805,0.200000,0.062396,0.464195,0.493396,0.584053,0
0.7831716,0.536775,0.200000,0.058230,0.463225,0.490063,0.584053,0
0.7915049,0.537676,0.200000,0.054063,0.462324,0.486730,0.584053,0
0.79983824,0.538508,0.200000,0.049896,0.461492,0.483396,0.584053,0
0.8081716,0.539270,0.200000,0.045730,0.460730,0.480063,0.584053,0
