time,flappyHeight,flappyX,verticalSpeed,distToRoof,nearest_dx,nearest_y,action
0.059412,0.000000,0.000000,0.000000,1.000000,99.990000,0.000000,0
0.07607867,0.496470,0.200000,-0,029706.0,503530.0,776235.0,584053.0
0.07612229,0.495202,0.200000,-0,038039.0,504798.0,769569.0,584053.0
0.07616804,0.495199,0.200000,-0,038061.0,504801.0,769551.0,584053.0
0.076248914,0.495195,0.200000,-0,038084.0,504805.0,769533.0,584053.0
0.076384164,0.495189,0.200000,-0,038124.0,504811.0,769500.0,584053.0
0.076932,0.495179,0.200000,-0,038192.0,504821.0,769446.0,584053.0
0.078278,0.495137,0.200000,-0,038466.0,504863.0,769227.0,584053.0
0.08065895,0.495031,0.200000,-0,039139.0,504969.0,768689.0,584053.0
0.082896665,0.494839,0.200000,-0,040329.0,505161.0,767736.0,584053.0
0.092745334,0.494654,0.200000,-0,041448.0,505346.0,766841.0,584053.0
0.099545665,0.493740,0.200000,-0,046373.0,506260.0,762902.0,584053.0
0.107458666,0.493064,0.200000,-0,049773.0,506936.0,760182.0,584053.0
0.116272666,0.492213,0.200000,-0,053729.0,507787.0,757017.0,584053.0
0.12454367,0.491188,0.200000,-0,058136.0,508812.0,753491.0,584053.0
0.13279167,0.490158,0.200000,-0,062272.0,509842.0,750183.0,584053.0
0.14084867,0.489063,0.200000,-0,066396.0,510937.0,746883.0,584053.0
0.14986266,0.487928,0.200000,-0,070424.0,512072.0,743661.0,584053.0
0.15745066,0.486577,0.200000,-0,074931.0,513423.0,740055.0,584053.0
0.16599466,0.485383,0.200000,-0,078725.0,514617.0,737020.0,584053.0
0.17510366,0.483964,0.200000,-0,082997.0,516036.0,733602.0,584053.0
0.18311267,0.482369,0.200000,-0,087552.0,517631.0,729959.0,584053.0
0.19148466,0.480903,0.200000,-0,091556.0,519097.0,726755.0,584053.0
0.199818,0.479300,0.200000,-0,095742.0,520700.0,723406.0,584053.0
0.20815134,0.477634,0.200000,-0,099909.0,522366.0,720073.0,584053.0
0.21652268,0.475900,0.200000,-0,104076.0,524100.0,716740.0,584053.0
0.22485602,0.474087,0.200000,-0,108261.0,525913.0,713391.0,584053.0
0.23318936,0.472213,0.200000,-0,112428.0,527787.0,710058.0,584053.0
0.2415227,0.470270,0.200000,-0,116595.0,529730.0,706724.0,584053.0
0.24985604,0.468258,0.200000,-0,120761.0,531742.0,703391.0,584053.0
0.25818938,0.466175,0.200000,-0,124928.0,533825.0,700058.0,584053.0
0.2665227,0.464024,0.200000,-0,129095.0,535976.0,696724.0,584053.0
0.27485603,0.461803,0.200000,-0,133261.0,538197.0,693391.0,584053.0
0.28318936,0.459512,0.200000,-0,137428.0,540488.0,690058.0,584053.0
0.29152268,0.457152,0.200000,-0,141595.0,542848.0,686724.0,584053.0
0.299856,0.454723,0.200000,-0,145761.0,545277.0,683391.0,584053.0
0.30818933,0.452224,0.200000,-0,149928.0,547776.0,680057.0,584053.0
0.31652266,0.449656,0.200000,-0,154095.0,550344.0,676724.0,584053.0
0.32485598,0.447018,0.200000,-0,158261.0,552982.0,673391.0,584053.0
0.3331893,0.444311,0.200000,-0,162428.0,555689.0,670057.0,584053.0
0.34152263,0.441535,0.200000,-0,166595.0,558465.0,666724.0,584053.0
0.34985596,0.438689,0.200000,-0,170761.0,561311.0,663391.0,584053.0
0.35818928,0.435773,0.200000,-0,174928.0,564227.0,660057.0,584053.0
0.3665226,0.432788,0.200000,-0,179095.0,567212.0,656724.0,584053.0
0.37485594,0.429734,0.200000,-0,183261.0,570266.0,653391.0,584053.0
0.38318926,0.426610,0.200000,-0,187428.0,573390.0,650057.0,584053.0
0.3915226,0.423417,0.200000,-0,191595.0,576583.0,646724.0,584053.0
0.3998696,0.420154,0.200000,-0,195761.0,579846.0,643391.0,584053.0
0.40820292,0.416816,0.200000,-0,199935.0,583184.0,640052.0,584053.1
0.41653624,0.420914,0.200000,0.245833,0.579086,0.636718,0.584053,0
0.42486957,0.424941,0.200000,0.241667,0.575059,0.633385,0.584053,0
0.4332029,0.428900,0.200000,0.237500,0.571100,0.630052,0.584053,0
0.44153622,0.432789,0.200000,0.233333,0.567211,0.626718,0.584053,0
0.44986954,0.436608,0.200000,0.229167,0.563392,0.623385,0.584053,0
0.45820287,0.440358,0.200000,0.225000,0.559642,0.620052,0.584053,0
0.4665362,0.444039,0.200000,0.220833,0.555961,0.616718,0.584053,0
0.47486952,0.447650,0.200000,0.216667,0.552350,0.613385,0.584053,0
0.48320284,0.451191,0.200000,0.212500,0.548809,0.610051,0.584053,0
0.49153617,0.454664,0.200000,0.208333,0.545336,0.606718,0.584053,0
0.4998695,0.458066,0.200000,0.204167,0.541934,0.603385,0.584053,0
0.50820285,0.461400,0.200000,0.200000,0.538600,0.600051,0.584053,0
0.5165362,0.464664,0.200000,0.195833,0.535336,0.596718,0.584053,0
0.5248695,0.467858,0.200000,0.191667,0.532142,0.593385,0.584053,0
0.5332028,0.470983,0.200000,0.187500,0.529017,0.590051,0.584053,0
0.54153615,0.474039,0.200000,0.183333,0.525961,0.586718,0.584053,0
0.5498695,0.477025,0.200000,0.179167,0.522975,0.583385,0.584053,0
0.5582028,0.479941,0.200000,0.175000,0.520059,0.580051,0.584053,0
0.5665361,0.482789,0.200000,0.170833,0.517211,0.576718,0.584053,0
0.57486945,0.485566,0.200000,0.166667,0.514434,0.573385,0.584053,0
0.5832028,0.488275,0.200000,0.162500,0.511725,0.570051,0.584053,0
0.5915361,0.490914,0.200000,0.158333,0.509086,0.566718,0.584053,0
0.59986943,0.493483,0.200000,0.154167,0.506517,0.563384,0.584053,0
0.60820276,0.495983,0.200000,0.150000,0.504017,0.560051,0.584053,0
0.6165361,0.498414,0.200000,0.145833,0.501586,0.556718,0.584053,0
0.6248694,0.500775,0.200000,0.141667,0.499225,0.553384,0.584053,0
0.63320273,0.503066,0.200000,0.137500,0.496934,0.550051,0.584053,0
0.64153606,0.505289,0.200000,0.133333,0.494711,0.546718,0.584053,0
0.6498694,0.507441,0.200000,0.129167,0.492559,0.543384,0.584053,0
0.65820736,0.509525,0.200000,0.125000,0.490475,0.540051,0.584053,0
0.6665407,0.511540,0.200000,0.120831,0.488460,0.536716,0.584053,0
0.674874,0.513484,0.200000,0.116664,0.486516,0.533382,0.584053,0
0.68320733,0.515359,0.200000,0.112498,0.484641,0.530049,0.584053,0
0.69154066,0.517165,0.200000,0.108331,0.482835,0.526716,0.584053,0
0.699874,0.518901,0.200000,0.104164,0.481099,0.523382,0.584053,0
0.7082073,0.520567,0.200000,0.099998,0.479433,0.520049,0.584053,0
0.7166683,0.522165,0.200000,0.095831,0.477835,0.516716,0.584053,0
0.72500163,0.523715,0.200000,0.091601,0.476285,0.513331,0.584053,0
0.73333496,0.525172,0.200000,0.087434,0.474828,0.509998,0.584053,0
0.7416683,0.526560,0.200000,0.083267,0.473440,0.506665,0.584053,0
0.7500016,0.527878,0.200000,0.079101,0.472122,0.503331,0.584053,0
0.75833493,0.529127,0.200000,0.074934,0.470873,0.499998,0.584053,0
0.76666826,0.530306,0.200000,0.070767,0.469694,0.496664,0.584053,0
0.7750016,0.531416,0.200000,0.066601,0.468584,0.493331,0.584053,0
0.7833349,0.532457,0.200000,0.062434,0.467543,0.489998,0.584053,0
0.7916892,0.533428,0.200000,0.058267,0.466572,0.486664,0.584053,0
0.80002254,0.534332,0.200000,0.054090,0.465668,0.483323,0.584053,0
0.80835587,0.535164,0.200000,0.049923,0.464836,0.479989,0.584053,0
0.8166892,0.535926,0.200000,0.045757,0.464074,0.476656,0.584053,0
0.8250225,0.536620,0.200000,0.041590,0.463380,0.473323,0.584053,0
0.83335584,0.537243,0.200000,0.037423,0.462757,0.469989,0.584053,0
0.84168917,0.537798,0.200000,0.033257,0.462202,0.466656,0.584053,0
0.8500225,0.538282,0.200000,0.029090,0.461718,0.463322,0.584053,0
0.8583558,0.538698,0.200000,0.024923,0.461302,0.459989,0.584053,0
0.86668915,0.539044,0.200000,0.020757,0.460956,0.456656,0.584053,0
0.8750225,0.539320,0.200000,0.016590,0.460680,0.453322,0.584053,0
0.8833558,0.539527,0.200000,0.012423,0.460473,0.449989,0.584053,0
0.8916891,0.539665,0.200000,0.008257,0.460335,0.446656,0.584053,0
0.90002245,0.539733,0.200000,0.004090,0.460267,0.443322,0.584053,0
0.9083558,0.539732,0.200000,-0,000077.0,460268.0,439989.0,584053.0
0.9166891,0.539661,0.200000,-0,004243.0,460339.0,436656.0,584053.0
0.9250224,0.539521,0.200000,-0,008410.0,460479.0,433322.0,584053.0
0.93335575,0.539311,0.200000,-0,012577.0,460689.0,429989.0,584053.0
0.9416891,0.539032,0.200000,-0,016743.0,460968.0,426656.0,584053.0
0.9500224,0.538684,0.200000,-0,020910.0,461316.0,423322.0,584053.0
0.9583557,0.538266,0.200000,-0,025077.0,461734.0,419989.0,584053.1
0.96668905,0.542363,0.200000,0.245833,0.457637,0.416656,0.584053,0
0.9750224,0.546391,0.200000,0.241667,0.453609,0.413322,0.584053,0
0.9833557,0.550349,0.200000,0.237500,0.449651,0.409989,0.584053,0
0.991689,0.554238,0.200000,0.233333,0.445762,0.406656,0.584053,0
1.0000224,0.558058,0.200000,0.229167,0.441942,0.403322,0.584053,0
1.0083557,0.561808,0.200000,0.225000,0.438192,0.399989,0.584053,0
1.0166891,0.565488,0.200000,0.220833,0.434512,0.396656,0.584053,0
1.0250224,0.569099,0.200000,0.216667,0.430901,0.393322,0.584053,0
1.0333557,0.572641,0.200000,0.212500,0.427359,0.389989,0.584053,0
