time,flappyHeight,flappyX,verticalSpeed,distToRoof,nearest_dx,nearest_y,action
0.054110665,0.000000,0.000000,0.000000,1.000000,99.990000,0.000000,0
0.071940996,0.497072,0.200000,-0,027055.0,502928.0,778356.0,584053.0
0.072846994,0.495789,0.200000,-0,035970.0,504211.0,771224.0,584053.0
0.073359996,0.495723,0.200000,-0,036423.0,504277.0,770861.0,584053.0
0.073823996,0.495686,0.200000,-0,036680.0,504314.0,770656.0,584053.0
0.07414,0.495651,0.200000,-0,036912.0,504349.0,770470.0,584053.0
0.074622,0.495628,0.200000,-0,037070.0,504372.0,770344.0,584053.0
0.075477995,0.495592,0.200000,-0,037311.0,504408.0,770151.0,584053.0
0.07785895,0.495527,0.200000,-0,037739.0,504473.0,769809.0,584053.0
0.07994228,0.495342,0.200000,-0,038929.0,504658.0,768856.0,584053.0
0.08744399,0.495175,0.200000,-0,039971.0,504825.0,768023.0,584053.0
0.09534066,0.494519,0.200000,-0,043722.0,505481.0,765022.0,584053.0
0.10358866,0.493767,0.200000,-0,047670.0,506233.0,761864.0,584053.0
0.11190666,0.492912,0.200000,-0,051794.0,507088.0,758564.0,584053.0
0.120236665,0.491981,0.200000,-0,055953.0,508019.0,755237.0,584053.0
0.12858567,0.490980,0.200000,-0,060118.0,509020.0,751905.0,584053.0
0.13640167,0.489906,0.200000,-0,064293.0,510094.0,748566.0,584053.0
0.14533567,0.488840,0.200000,-0,068201.0,511160.0,745439.0,584053.0
0.15375267,0.487542,0.200000,-0,072668.0,512458.0,741866.0,584053.0
0.16214167,0.486247,0.200000,-0,076876.0,513753.0,738499.0,584053.0
0.17054966,0.484887,0.200000,-0,081071.0,515113.0,735143.0,584053.0
0.17886366,0.483453,0.200000,-0,085275.0,516547.0,731780.0,584053.0
0.18709765,0.481966,0.200000,-0,089432.0,518034.0,728455.0,584053.0
0.19546565,0.480426,0.200000,-0,093549.0,519574.0,725161.0,584053.0
0.20388666,0.478790,0.200000,-0,097733.0,521210.0,721814.0,584053.0
0.21233666,0.477073,0.200000,-0,101943.0,522927.0,718445.0,584053.0
0.22067,0.475279,0.200000,-0,106168.0,524721.0,715065.0,584053.0
0.22900334,0.473440,0.200000,-0,110335.0,526560.0,711732.0,584053.0
0.23733668,0.471532,0.200000,-0,114502.0,528468.0,708399.0,584053.0
0.24567002,0.469554,0.200000,-0,118668.0,530446.0,705065.0,584053.0
0.25400335,0.467506,0.200000,-0,122835.0,532494.0,701732.0,584053.0
0.26233667,0.465390,0.200000,-0,127002.0,534610.0,698399.0,584053.0
0.27067,0.463204,0.200000,-0,131168.0,536796.0,695065.0,584053.0
0.27900332,0.460948,0.200000,-0,135335.0,539052.0,691732.0,584053.0
0.28733665,0.458623,0.200000,-0,139502.0,541377.0,688399.0,584053.0
0.29566997,0.456229,0.200000,-0,143668.0,543771.0,685065.0,584053.0
0.3040033,0.453765,0.200000,-0,147835.0,546235.0,681732.0,584053.0
0.31233662,0.451231,0.200000,-0,152002.0,548769.0,678398.0,584053.0
0.32066995,0.448628,0.200000,-0,156168.0,551372.0,675065.0,584053.0
0.32900327,0.445956,0.200000,-0,160335.0,554044.0,671732.0,584053.0
0.3373366,0.443215,0.200000,-0,164502.0,556785.0,668398.0,584053.0
